claim_id,date_claimed,actor,country,actor_category,claim_verbatim,topic_tag,platform,post_url,archived_url,verdict,verdict_source,source_url,source_date,views,reposts,likes,platform_corrected,claim_status,electoral_political_impact,notes
ES::ES-027,2023-03-28,Santiago Abascal,Spain,Primary,"If illegal immigration increases since this government arrived, they will have some responsibility",immigration,TV broadcast,,,Misleading,Newtral,https://www.newtral.es/inmigracion-ilegal-abascal-factcheck/20230331/,2023-03-31,,,,Unknown,fact-checked,,Newtral found that irregular arrivals were lower in 2022 than in 2018 (before the Sánchez government) using Interior Ministry data. (Translated from Spanish.)
ES::ES-028,2023-05-01,Rodrigo Alonso (Vox),Spain,Primary,The Socialist Party is destroying Spain's hydraulic dams. It has destroyed 133 dams in 2022,climate,Parliament/Assembly speech (Andalusia),,,Misleading,Newtral,https://www.newtral.es/presas-destruidas-vox/20230510/,2023-05-11,,,,Unknown,fact-checked,,"Newtral and experts found the 133 were mostly small obsolete sluices and weirs, not functional water-storage dams; Spain's reservoir capacity increased. (Translated from Spanish.)"
ES::ES-029,2023-05-19,José Ángel Antelo (Vox),Spain,Primary,In Castilla y León they are building a dam while in the rest of Spain they are knocking them down,climate,TV broadcast (electoral debate Murcia),,,Misleading,Newtral,https://www.newtral.es/presas-vox/20230523/,2023-05-23,,,,Unknown,fact-checked,,"Newtral confirmed Castilla y León was constructing one new hydraulic infrastructure, but that Spain as a whole was not demolishing operative dams. (Translated from Spanish.)"
ES::ES-030,2023-05-24,Rocío Monasterio,Spain,Primary,"Increase in homicides 47%, Ministry of Interior. Sexual assaults increase 60%. [Implying overall crime rising in Madrid]",crime,TV broadcast (RTVE electoral debate),,,Half-true,Newtral,https://www.newtral.es/criminalidad-madrid-vox-factcheck/20230526/,2023-05-29,,,,Unknown,fact-checked,2023 Madrid regional elections campaign,"Newtral confirmed both specific figures are correct, but Monasterio omitted that overall conventional crime in Madrid fell 8.7% versus 2019. (Translated from Spanish.)"
ES::ES-031,2023-07-19,Santiago Abascal,Spain,Primary,"With the patriotism of Bildu, that respectable political force, you have approved the labour reform",opposition-attack,TV broadcast (RTVE debate a tres),,,False,Maldita.es,https://maldita.es/malditodato/20230719/verificaciones-debate-a-tres-rtve/,2023-07-19,,,,Unknown,fact-checked,2023 general election campaign,Maldita confirmed EH Bildu voted against the labour reform in the definitive 3 February 2022 congressional vote; 174 deputies including Vox voted against. (Translated from Spanish.)
ES::ES-032,2023-07-19,Santiago Abascal,Spain,Primary,The climate law is precisely the law that prevents the exploration and exploitation of our own natural and energy resources,climate,TV broadcast (RTVE debate a tres),,,Needs context,Maldita.es,https://maldita.es/malditodato/20230719/verificaciones-debate-a-tres-rtve/,2023-07-19,,,,Unknown,fact-checked,2023 general election campaign,Maldita found the climate law does not prohibit energy resource exploration as a general rule; some specific extraction projects face environmental restrictions. (Translated from Spanish.)
ES::ES-033,2023-07-19,Santiago Abascal,Spain,Primary,"Those who pay for these green policies are the most disadvantaged Spaniards, who can no longer enter city centres because they cannot buy an electric car in cities of under 50,000 inhabitants",climate,TV broadcast (RTVE debate a tres),,,False,Maldita.es,https://maldita.es/malditodato/20230719/verificaciones-debate-a-tres-rtve/,2023-07-19,,,,Unknown,fact-checked,2023 general election campaign,"Maldita found low-emission zones are only required in municipalities over 50,000 inhabitants; as of June 2023 only 10 cities had active zones, and they do not restrict entry exclusively to electric vehicles. (Translated from Spanish.)"
ES::ES-034,2023-07-19,Santiago Abascal,Spain,Primary,"You have not managed to reduce, with that gender-violence law, the murders of women",gender violence,TV broadcast (RTVE debate a tres),,,False,Maldita.es,https://maldita.es/malditodato/20230719/verificaciones-debate-a-tres-rtve/,2023-07-19,,,,Unknown,fact-checked,2023 general election campaign,"Maldita found femicides fell from 71 in 2003 (before the law) to 56 in 2019 and 49 in 2022, contradicting Abascal's claim. (Translated from Spanish.)"
ES::ES-035,2023-07-19,Santiago Abascal,Spain,Primary,Inflation under his mandate has increased 16% accumulated and in food 31% and 22% in footwear,economy,TV broadcast (RTVE debate a tres),,,Partially false,Maldita.es,https://maldita.es/malditodato/20230719/verificaciones-debate-a-tres-rtve/,2023-07-19,,,,Unknown,fact-checked,2023 general election campaign,"Maldita confirmed the 16% and 31% figures but found footwear rose 9.21% per INE, not 22% as Abascal claimed. (Translated from Spanish.)"
ES::ES-036,2023-07-10,Santiago Abascal,Spain,Primary,"[The government] dares, in a time of drought, to blow up the dams",climate,Rally speech,,,Misleading,Newtral,https://www.newtral.es/abascal-sequia-presas-factcheck/20230710/,2023-07-10,,,,Unknown,fact-checked,,"Newtral found Spain was removing obsolete weirs and small barriers, not functional dams; reservoir capacity actually increased. (Translated from Spanish.)"
ES::ES-037,2024-05-01,Ignacio Garriga,Spain,Primary,"In Catalonia, murders and rapes have increased by 30% in 2023",crime,TV broadcast (La Sexta electoral debate),,,Misleading,Newtral,https://www.newtral.es/asesinatos-cataluna-2023-factcheck/20240508/,2024-05-10,,,,Unknown,fact-checked,2024 Catalonia regional elections campaign,Newtral found homicides rose ~12.7–17.4% (not 30%); rapes did rise ~34% but Garriga conflated both at 30%. (Translated from Spanish.) LEGAL REVIEW NEEDED.
ES::ES-038,2025-01-14,Santiago Abascal,Spain,Primary,The EU bureaucrats in Brussels are ultimately responsible for annulling elections in Romania,eu/brussels,X/Twitter post,,,Misleading,Newtral,https://www.newtral.es/union-europea-alemania-rumania-abascal-factcheck/20250114/,2025-01-14,,,,Unknown,fact-checked,,"Newtral found the Romanian Constitutional Court, not the EU, annulled the first-round result; the EU had no formal decision-making role in that annulment. (Translated from Spanish.)"
ES::ES-039,2025-01-22,Santiago Abascal,Spain,Primary,"[Photo of Abascal standing alongside Trump, Meloni and Milei is authentic]",doctored-media,X/Twitter post,,,False,Newtral,https://www.newtral.es/abascal-trump-estados-unidos/20250122/,2025-01-22,,,,Unknown,fact-checked,,Newtral found the image was a digitally manipulated composite; Abascal was not present at the depicted occasion. (Translated from Spanish.)
ES::ES-040,2025-02-07,Santiago Abascal,Spain,Primary,There are 33 defensores del pueblo [ombudsmen] in Spain,statistics,TV broadcast,,,False,Newtral,https://www.newtral.es/defensor-pueblo-abascal-factcheck/20250207/,2025-02-07,,,,Unknown,fact-checked,,Newtral counted the actual number of national and regional ombudsman-type bodies and found it significantly lower than 33. (Translated from Spanish.)
ES::ES-041,2025-02-11,Santiago Abascal,Spain,Primary,[Photo of Abascal on tiptoe at Patriots summit is authentic],doctored-media,X/Twitter post,,,False,EFE Verifica,https://verifica.efe.com/una-foto-de-santiago-abascal-de-puntillas-esta-manipulada/,2025-02-13,,,,Unknown,fact-checked,,EFE Verifica compared with Vox's own original photo and found shoes and foot position had been digitally altered from a separate November 2024 image. (Translated from Spanish.)
ES::ES-042,2025-03-04,José Antonio Fúster (Vox),Spain,Primary,"Illegal immigration is now the top concern of Spaniards, above housing",immigration,TV broadcast,,,Misleading,Newtral,https://www.newtral.es/inmigracion-ilegal-fuster-factcheck/20250304/,2025-03-04,,,,Unknown,fact-checked,,"Newtral found that in February 2025 CIS data, immigration ranked sixth; housing had led for three consecutive months. (Translated from Spanish.)"
ES::ES-043,2025-03-06,Santiago Abascal,Spain,Primary,[The Mannheim attacker was] a Saudi whose activity was bringing Saudis to Europe — another terrorist attack,immigration,X/Twitter post,,,False,Newtral,https://www.newtral.es/mannheim-nacionalidad-atropello-buxade-factcheck/20250306/,2025-03-06,,,,Unknown,fact-checked,,"Newtral found the attacker was Afghan, not Saudi; no evidence supported the characterisation of 'Saudis to Europe'. (Translated from Spanish.) LEGAL REVIEW NEEDED."
ES::ES-044,2025-03-21,Santiago Abascal,Spain,Primary,What is that thing that people won't be able to go and buy something with cash? [re: digital euro abolishing cash],eu/brussels,X/Twitter post,,,False,Newtral,https://www.newtral.es/abascal-euro-digital-factcheck/20250321/,2025-03-21,,,,Unknown,fact-checked,,"Newtral confirmed the proposed digital euro would supplement, not replace, cash, and the ECB has explicitly stated cash would remain legal tender. (Translated from Spanish.)"
ES::ES-045,2025-03-26,Santiago Abascal,Spain,Primary,"In 2022 the EU received 5.1 million illegal immigrants, more than double 2021, and mostly from Muslim countries",immigration,X/Twitter post,,,Misleading,Newtral,https://www.newtral.es/inmigrantes-ilegales-ue-2022-factcheck/20250327/,2025-03-27,,,,Unknown,fact-checked,,"Newtral found Frontex's 2022 figure refers to irregular border crossings not unique individuals, and the religious characterisation was unsupported. (Translated from Spanish.)"
ES::ES-046,2025-06-17,HerQles (viral account),Spain,Amplifier — Account,The new immigration regulations allow regularising migrants with criminal records,immigration,X/Twitter post,,,False,AFP Factual,https://factual.afp.com/doc.afp.com.624F3WD,2025-06-17,,,,Unknown,fact-checked,,AFP Factual found that criminal records still bar regularisation; only police records without judicial conviction are not automatically disqualifying. (Translated from Spanish.) LEGAL REVIEW NEEDED.
ES::ES-047,2026-01-13,Santiago Abascal,Spain,Primary,"We expect 600,000 [illegal immigrants] to enter [Spain] again this year, that's the forecast",immigration,Interview (OkDiario),,,Misleading,Newtral,https://www.newtral.es/abascal-inmigrantes-irregulares-factcheck/20260113/,2026-01-13,,,,Unknown,fact-checked,,"Newtral found 600,000 is an estimate of total irregular immigrants already in Spain, not annual arrivals; actual 2025 irregular arrivals were 36,775 per Interior Ministry. (Translated from Spanish.)"
ES::ES-048,2026-03-26,Santiago Abascal,Spain,Primary,[Abascal] promises to send 'Spanish volunteers' to fight with Israel if he governs in 2027,doctored-media,Viral social media post (fake El País article),,,False,EFE Verifica,https://verifica.efe.com/abascal-no-prometio-enviar-voluntarios-espanoles-a-combatir-con-israel-si-gobierna-en-2027/,2026-03-26,,,,Unknown,fact-checked,,EFE Verifica found the post was a fabricated El País-style mockup; no record of Abascal making such a promise in any official channel. (Translated from Spanish.)
ES::ES-049,2026-04-04,Santiago Abascal,Spain,Primary,The State takes a daughter from her parents. The MENAs rape her. And the solution the State gives is to suicide her [re: Noelia Castillo euthanasia case],crime,X/Twitter post,,,False,EFE Verifica,https://verifica.efe.com/noelia-castillo-violada-menas-falso/,2026-04-04,,,,Unknown,fact-checked,,"EFE Verifica found no evidence Castillo was assaulted by unaccompanied minors while in care; the assaults she described occurred after she left care at 18, and she did not name nationalities of attackers. (Translated from Spanish.) LEGAL REVIEW NEEDED."
ES::ES-050,2026-04-13,Santiago Abascal,Spain,Primary,"In the last five years [...] we have the same number of housing, police and hospitals and fewer doctors",statistics,Rally speech (Málaga),,,Misleading,Newtral,https://www.newtral.es/viviendas-policias-medicos-abascal-factcheck/20260413/,2026-04-13,,,,Unknown,fact-checked,,"Newtral found that police and doctors per 1,000 inhabitants both increased over the period; housing and hospital stock slightly decreased per capita. (Translated from Spanish.)"
ES::ES-051,2026-05-22,Santiago Abascal,Spain,Primary,[Abascal] proposed reducing pensions and ending Imserso travel programmes,welfare,Viral social media post (fake 'VHN PLUS' outlet),,,False,EFE Verifica,https://verifica.efe.com/abascal-pensiones-imserso-falso/,2026-05-22,,,,Unknown,fact-checked,,EFE Verifica found no record of Abascal making these statements; the attributed outlet 'VHN PLUS' has no verifiable online presence. (Translated from Spanish.)
ES::ES-052,2026-06-03,La Gaceta de la Iberosfera,Spain,Amplifier — Media,Maghrebi immigrants perpetrate more than 70% of violent crimes in the Basque Country despite being only 1.7% of the population,crime,Article / social media post,,,False,AFP Factual,https://factual.afp.com/doc.afp.com.B4UD2T3,2026-06-03,,,,Unknown,fact-checked,,AFP Factual found the claim misuses arrest data — not convictions — and does not account for population age structure or enforcement bias. (Translated from Spanish.) LEGAL REVIEW NEEDED.
ES::ES-053,2026-06-02,Viral partisan accounts,Spain,Amplifier — Account,[Video dated 30 May 2026] shows a mass crossing of migrants at the Ceuta or Melilla fence,old-video-misattributed,Facebook post; X/Twitter post; Instagram post,,,False,EFE Verifica,https://verifica.efe.com/migrantes-valla-melilla-antiguo/,2026-06-02,,,,Unknown,fact-checked,,EFE Verifica confirmed via reverse image search the footage was from the 2 March 2022 Melilla crossing; Spanish authorities confirmed no such event occurred on 30 May 2026. (Translated from Spanish.)
